Hour;WS;Ta
1;2.75;-12.74
2;2.74;-12.6
3;2.71;-12.59
4;2.67;-12.68
5;2.6;-12.82
6;2.55;-12.73
7;3.37;-11.69
8;3.45;-10.95
9;3.57;-9.99
10;4.19;-8.91
11;4.28;-8.55
12;4.04;-8.63
13;3.22;-9.53
14;3.49;-10.81
15;3.84;-11.17
16;3.94;-11.19
17;3.84;-11.31
18;3.75;-12.01
19;3.8;-12.92
20;3.97;-13.1
21;4.15;-13.11
22;3.62;-13.45
23;3.27;-13.77
24;3.19;-14.06
25;3.3;-14.04
26;3.39;-13.77
27;3.39;-13.57
28;3.38;-13.63
29;3.34;-13.81
30;3.37;-13.86
31;4.04;-13.27
32;3.97;-12.59
33;3.89;-11.59
34;3.94;-10.4
35;3.92;-9.65
36;4.03;-9.23
37;4.14;-9.1
38;4.1;-9.19
39;4.49;-8.89
40;4.91;-8.51
41;4.98;-8.17
42;4.59;-7.85
43;4.17;-7.56
44;4.34;-7.1
45;4.41;-6.5
46;4.04;-5.92
47;3.6;-5.5
48;3.4;-5.15
49;3.18;-4.97
50;3.2;-5.0
51;3.3;-5.09
52;3.34;-5.14
53;3.27;-5.25
54;3.31;-5.33
55;4.28;-4.85
56;4.41;-4.39
57;4.21;-3.7
58;3.8;-3.17
59;3.3;-2.77
60;2.32;-2.99
61;2.42;-4.43
62;2.55;-5.7
63;2.49;-6.29
64;2.53;-7.13
65;2.73;-8.4
66;2.95;-9.63
67;2.88;-10.15
68;2.56;-10.03
69;2.03;-10.23
70;1.68;-10.95
71;1.6;-11.7
72;1.44;-12.26
73;1.38;-12.76
74;1.49;-13.24
75;1.74;-13.5
76;2.02;-13.65
77;2.25;-13.54
78;2.34;-12.97
79;2.45;-11.33
80;3.45;-9.73
81;3.73;-8.35
82;3.99;-6.74
83;3.95;-5.36
84;3.64;-4.55
85;3.24;-4.45
86;3.48;-4.46
87;3.77;-4.1
88;3.98;-3.85
89;4.0;-3.97
90;4.08;-4.41
91;4.25;-4.73
92;4.82;-4.64
93;5.55;-4.53
94;5.47;-4.62
95;5.0;-4.71
96;4.72;-4.75
97;4.78;-4.72
98;5.05;-4.8
99;5.24;-5.01
100;5.29;-5.44
101;5.12;-6.07
102;4.97;-6.75
103;5.15;-7.06
104;5.27;-6.92
105;5.63;-6.55
106;5.47;-6.26
107;5.3;-6.17
108;4.46;-6.94
109;3.81;-9.41
110;4.28;-12.11
111;4.57;-13.35
112;4.8;-13.89
113;4.86;-14.21
114;4.7;-14.79
115;4.52;-15.84
116;4.47;-16.88
117;4.49;-17.54
118;4.4;-18.06
119;4.34;-18.54
120;4.35;-18.92
121;4.41;-19.17
122;4.48;-19.38
123;4.59;-19.61
124;4.82;-19.7
125;5.12;-19.47
126;5.49;-18.9
127;5.92;-17.43
128;5.85;-15.79
129;5.54;-14.17
130;5.14;-12.78
131;4.72;-11.95
132;4.46;-12.04
133;4.49;-13.16
134;4.83;-14.31
135;5.15;-14.68
136;5.31;-14.97
137;5.33;-15.27
138;5.17;-15.52
139;4.87;-15.84
140;5.24;-15.39
141;5.72;-14.57
142;5.21;-13.97
143;4.87;-13.45
144;4.77;-13.08
145;4.69;-12.8
146;4.86;-12.29
147;4.95;-11.99
148;5.17;-11.88
149;5.01;-11.85
150;4.8;-11.6
151;4.81;-10.88
152;4.57;-9.92
153;4.26;-8.96
154;3.92;-8.06
155;3.44;-7.34
156;2.75;-7.2
157;2.63;-8.02
158;3.05;-8.92
159;3.25;-9.07
160;3.43;-8.6
161;3.87;-7.54
162;4.35;-6.78
163;4.08;-6.65
164;3.95;-6.52
165;4.14;-6.13
166;4.23;-5.68
167;4.52;-5.27
168;4.97;-5.06
169;5.16;-5.04
170;5.42;-4.63
171;5.63;-4.15
172;5.79;-3.7
173;6.19;-3.67
174;6.73;-3.69
175;7.25;-3.59
176;7.96;-3.19
177;8.27;-2.8
178;8.41;-2.74
179;8.43;-2.88
180;9.24;-2.6
181;8.87;-2.39
182;7.48;-2.21
183;6.66;-1.79
184;6.55;-1.06
185;6.46;-0.45
186;5.92;-0.42
187;5.25;-0.68
188;4.99;-0.98
189;4.4;-1.54
190;3.73;-2.2
191;3.12;-2.54
192;2.83;-3.04
193;2.88;-3.69
194;2.98;-3.92
195;3.05;-3.91
196;3.11;-3.88
197;3.14;-3.74
198;3.21;-3.26
199;4.13;-2.31
200;4.49;-1.81
201;4.43;-1.53
202;4.26;-1.17
203;4.54;-0.83
204;5.28;-0.88
205;6.0;-1.12
206;6.46;-1.45
207;6.58;-1.64
208;6.77;-1.67
209;6.68;-1.43
210;6.62;-1.01
211;6.45;-0.65
212;5.88;-0.43
213;6.12;-0.13
214;6.61;0.03
215;6.65;-0.25
216;7.41;-0.93
217;7.24;-2.68
218;6.61;-4.98
219;6.42;-5.95
220;6.57;-6.31
221;6.76;-6.48
222;7.28;-6.44
223;7.71;-6.17
224;7.77;-6.04
225;7.84;-5.6
226;7.71;-4.77
227;7.81;-3.58
228;7.51;-2.74
229;6.22;-3.49
230;5.49;-5.22
231;5.53;-6.1
232;5.5;-6.53
233;5.32;-6.68
234;5.27;-6.55
235;5.15;-6.4
236;4.56;-6.69
237;4.0;-7.33
238;3.65;-7.89
239;3.45;-8.31
240;3.28;-8.7
241;3.08;-8.78
242;2.85;-8.71
243;2.66;-8.73
244;2.53;-8.89
245;2.45;-9.14
246;2.47;-9.17
247;3.45;-9.05
248;3.53;-9.31
249;3.24;-9.34
250;3.06;-9.1
251;2.98;-8.86
252;2.28;-9.05
253;2.25;-10.27
254;2.81;-11.49
255;3.02;-12.01
256;3.04;-12.56
257;2.95;-13.42
258;2.7;-14.53
259;2.38;-15.95
260;2.03;-17.04
261;1.61;-17.32
262;1.38;-17.23
263;1.4;-17.01
264;1.52;-16.77
265;1.51;-16.41
266;1.55;-16.13
267;1.85;-16.18
268;2.36;-16.7
269;2.89;-17.06
270;3.13;-16.05
271;3.82;-13.81
272;4.63;-12.49
273;4.42;-11.74
274;4.38;-10.74
275;4.35;-9.69
276;4.06;-9.0
277;3.61;-9.05
278;3.68;-9.83
279;3.8;-10.85
280;3.89;-12.63
281;3.86;-14.78
282;3.5;-16.23
283;2.82;-16.32
284;2.0;-15.77
285;1.13;-15.44
286;0.64;-15.81
287;1.2;-16.63
288;1.91;-17.82
289;2.35;-18.73
290;2.79;-19.3
291;3.62;-19.66
292;5.45;-19.99
293;5.75;-20.3
294;5.25;-21.1
295;4.93;-20.92
296;5.4;-20.02
297;6.07;-18.98
298;5.99;-17.6
299;6.23;-15.91
300;6.46;-14.35
301;6.6;-13.02
302;6.84;-11.82
303;7.68;-10.83
304;8.62;-10.56
305;9.17;-10.86
306;9.51;-11.31
307;9.8;-11.68
308;9.66;-11.78
309;9.66;-11.67
310;9.49;-11.24
311;9.92;-10.75
312;9.95;-10.32
313;9.47;-9.74
314;8.72;-9.06
315;8.68;-8.31
316;9.04;-7.95
317;9.24;-8.12
318;9.02;-8.38
319;8.97;-8.54
320;9.04;-8.63
321;8.48;-8.71
322;7.48;-8.71
323;6.71;-8.76
324;6.31;-8.9
325;5.62;-9.12
326;4.42;-9.32
327;3.21;-9.61
328;2.8;-10.02
329;2.8;-9.97
330;2.53;-9.74
331;2.19;-10.11
332;2.24;-10.69
333;1.78;-10.65
334;0.91;-10.3
335;0.17;-10.34
336;1.2;-10.99
337;2.12;-11.8
338;2.6;-11.94
339;2.71;-11.5
340;2.67;-10.96
341;2.65;-10.67
342;2.84;-10.3
343;4.01;-9.49
344;4.16;-9.16
345;4.48;-8.85
346;4.95;-8.37
347;5.02;-7.86
348;5.14;-7.61
349;4.72;-7.77
350;4.34;-8.03
351;4.54;-7.99
352;4.09;-7.91
353;2.9;-7.97
354;3.04;-8.05
355;3.18;-8.23
356;2.14;-8.59
357;1.39;-8.95
358;1.02;-9.02
359;2.14;-9.89
360;3.79;-10.77
361;5.89;-11.22
362;7.17;-11.56
363;7.78;-11.64
364;8.13;-11.92
365;8.31;-12.37
366;8.61;-12.7
367;8.99;-12.83
368;8.92;-12.19
369;8.44;-11.27
370;8.77;-10.07
371;9.0;-8.87
372;9.17;-8.21
373;9.23;-8.0
374;8.55;-9.03
375;8.75;-10.25
376;8.71;-11.21
377;8.88;-12.19
378;8.71;-12.94
379;8.38;-13.53
380;8.47;-13.81
381;8.76;-14.03
382;8.28;-14.4
383;7.86;-14.67
384;7.42;-14.91
385;7.11;-15.28
386;6.4;-16.17
387;5.56;-17.74
388;4.84;-19.17
389;4.99;-19.79
390;4.9;-19.77
391;5.01;-18.73
392;4.5;-17.43
393;3.64;-16.34
394;3.43;-15.09
395;3.01;-14.5
396;1.95;-14.92
397;2.13;-16.8
398;2.43;-18.59
399;2.69;-20.02
400;2.8;-21.08
401;2.73;-21.68
402;2.71;-21.96
403;2.83;-21.99
404;2.9;-21.69
405;2.95;-21.49
406;3.09;-21.31
407;3.1;-21.24
408;3.05;-21.38
409;3.1;-21.49
410;3.28;-21.41
411;3.53;-21.37
412;3.57;-21.5
413;3.41;-21.37
414;3.32;-20.94
415;3.36;-20.52
416;3.47;-20.45
417;4.16;-20.35
418;5.01;-19.92
419;5.48;-19.03
420;5.3;-18.19
421;4.54;-17.67
422;3.77;-17.44
423;3.89;-17.11
424;4.23;-16.97
425;4.23;-17.08
426;3.89;-17.29
427;3.22;-17.89
428;2.9;-18.6
429;2.86;-19.07
430;2.84;-19.89
431;3.04;-20.92
432;3.31;-21.8
433;3.38;-22.49
434;3.39;-23.13
435;3.4;-24.02
436;3.47;-25.12
437;3.39;-25.97
438;3.2;-26.07
439;2.83;-24.1
440;2.82;-22.31
441;2.41;-21.52
442;2.98;-20.27
443;3.25;-18.83
444;2.97;-17.81
445;1.91;-18.11
446;2.11;-19.17
447;2.09;-19.26
448;1.98;-18.98
449;1.83;-18.63
450;1.69;-18.34
451;1.62;-18.27
452;1.59;-18.38
453;1.53;-18.49
454;1.38;-18.59
455;1.22;-18.69
456;1.17;-18.91
457;1.19;-19.3
458;1.25;-19.82
459;1.36;-20.35
460;1.54;-20.89
461;1.75;-21.5
462;1.93;-21.88
463;1.95;-21.12
464;2.5;-20.09
465;2.29;-19.6
466;2.71;-18.52
467;3.18;-17.74
468;3.47;-17.26
469;2.79;-17.5
470;2.91;-19.15
471;3.35;-20.15
472;3.42;-20.51
473;3.4;-21.02
474;3.33;-21.6
475;3.16;-21.87
476;2.93;-21.74
477;2.77;-21.68
478;2.65;-21.78
479;2.72;-22.08
480;2.98;-22.9
481;3.24;-23.84
482;3.31;-24.04
483;3.17;-23.42
484;3.03;-22.67
485;3.0;-22.13
486;2.91;-21.01
487;3.87;-19.07
488;4.26;-17.64
489;4.27;-16.02
490;4.57;-13.92
491;4.77;-11.99
492;4.73;-10.68
493;4.43;-10.28
494;4.54;-10.75
495;5.06;-11.07
496;5.21;-11.64
497;5.0;-12.54
498;4.87;-13.27
499;5.15;-13.67
500;5.87;-13.71
501;6.67;-13.64
502;7.41;-13.49
503;7.77;-13.31
504;7.44;-13.2
505;6.67;-13.1
506;5.79;-12.94
507;5.26;-12.35
508;3.99;-12.05
509;3.25;-12.54
510;3.11;-12.76
511;3.31;-11.18
512;3.78;-9.72
513;3.57;-8.72
514;3.68;-7.81
515;3.36;-7.21
516;2.47;-6.82
517;1.42;-7.13
518;1.51;-7.6
519;1.86;-7.94
520;2.33;-8.21
521;2.66;-8.03
522;2.75;-7.59
523;2.76;-7.14
524;2.8;-6.93
525;2.9;-6.95
526;2.94;-6.79
527;2.91;-6.33
528;2.92;-5.77
529;2.95;-5.19
530;3.05;-4.6
531;3.3;-3.95
532;3.56;-3.21
533;3.96;-2.36
534;4.53;-1.45
535;5.03;-0.54
536;5.4;0.08
537;5.25;0.24
538;5.21;0.36
539;4.67;0.42
540;4.63;0.47
541;4.73;0.52
542;4.76;0.57
543;4.74;0.58
544;4.92;0.58
545;5.07;0.57
546;4.96;0.59
547;4.99;0.56
548;5.4;0.56
549;5.55;0.55
550;5.81;0.59
551;5.83;0.63
552;6.05;0.67
553;6.2;0.64
554;6.36;0.57
555;6.74;0.51
556;6.95;0.39
557;6.84;-0.06
558;6.53;-0.6
559;6.48;-0.38
560;6.4;0.15
561;6.1;0.28
562;6.06;0.37
563;6.13;0.39
564;6.07;0.42
565;5.95;0.44
566;5.83;0.45
567;5.66;0.37
568;5.36;-0.41
569;5.46;-1.46
570;5.42;-2.38
571;5.27;-3.25
572;5.26;-3.98
573;5.29;-4.62
574;5.04;-5.08
575;4.78;-5.43
576;4.69;-5.84
577;4.7;-6.22
578;4.64;-6.38
579;4.47;-6.16
580;4.75;-5.84
581;5.09;-5.63
582;5.53;-5.35
583;6.48;-5.27
584;6.81;-5.2
585;6.87;-4.78
586;6.58;-4.13
587;6.29;-3.68
588;5.7;-3.6
589;5.07;-4.0
590;5.4;-4.71
591;6.18;-5.01
592;6.84;-5.24
593;6.96;-5.56
594;6.84;-5.77
595;6.4;-5.91
596;5.99;-6.04
597;5.76;-6.25
598;5.26;-6.47
599;5.44;-6.35
600;5.48;-6.6
601;5.93;-6.47
602;5.91;-6.14
603;5.82;-6.0
604;5.94;-6.43
605;6.09;-7.31
606;6.41;-8.06
607;6.72;-7.82
608;6.97;-6.8
609;6.96;-5.88
610;7.37;-5.07
611;6.99;-4.47
612;6.63;-3.99
613;5.97;-3.81
614;5.94;-3.89
615;6.01;-4.04
616;6.26;-4.09
617;6.15;-4.37
618;5.94;-4.75
619;5.64;-5.13
620;5.49;-5.34
621;5.42;-5.54
622;5.66;-5.6
623;5.9;-5.68
624;5.7;-5.82
625;5.7;-5.98
626;6.25;-6.34
627;6.85;-7.0
628;7.19;-7.61
629;7.12;-8.36
630;7.56;-8.95
631;7.39;-9.07
632;6.77;-8.85
633;6.68;-8.16
634;6.62;-7.16
635;6.59;-6.31
636;6.59;-6.0
637;6.62;-6.25
638;6.76;-6.67
639;6.8;-6.98
640;7.17;-7.3
641;7.02;-7.83
642;6.77;-8.57
643;6.9;-9.1
644;7.13;-9.33
645;7.13;-9.19
646;6.4;-9.03
647;5.7;-9.24
648;5.73;-9.51
649;6.07;-9.6
650;6.16;-9.7
651;6.09;-9.85
652;6.22;-10.02
653;6.22;-10.2
654;6.27;-10.14
655;6.32;-9.79
656;6.44;-9.18
657;6.66;-8.43
658;7.64;-7.43
659;7.48;-6.72
660;6.97;-6.45
661;5.98;-6.75
662;5.11;-7.92
663;4.96;-8.99
664;5.02;-9.43
665;5.05;-9.67
666;4.88;-9.59
667;4.4;-9.49
668;3.96;-9.42
669;3.64;-9.13
670;2.97;-9.06
671;2.79;-9.12
672;2.79;-9.11
673;2.71;-9.2
674;2.45;-9.36
675;2.08;-9.32
676;2.11;-9.95
677;2.42;-10.92
678;2.39;-10.9
679;2.14;-9.56
680;2.32;-7.31
681;1.43;-6.38
682;0.97;-5.49
683;2.1;-4.7
684;2.45;-4.35
685;2.34;-4.65
686;2.9;-5.32
687;3.26;-5.74
688;3.56;-6.27
689;3.91;-7.0
690;4.01;-6.37
691;4.03;-5.11
692;4.2;-4.92
693;4.87;-5.1
694;5.27;-5.44
695;5.36;-5.96
696;5.96;-6.38
697;6.5;-6.64
698;6.97;-6.6
699;7.43;-6.13
700;7.92;-5.48
701;8.29;-4.85
702;8.71;-4.15
703;9.17;-3.27
704;9.84;-2.43
705;9.99;-1.52
706;9.72;-0.61
707;9.43;0.04
708;8.86;0.34
709;8.4;0.38
710;7.78;0.34
711;6.8;0.12
712;5.65;-0.4
713;4.91;-0.98
714;5.24;-1.12
715;5.38;-1.22
716;5.68;-1.85
717;6.29;-2.82
718;6.92;-3.65
719;6.98;-4.79
720;6.88;-6.15
721;6.7;-7.23
722;6.69;-7.92
723;6.71;-8.51
724;6.74;-9.1
725;6.87;-9.87
726;7.09;-10.13
727;7.22;-9.24
728;7.55;-7.16
729;8.06;-4.62
730;8.54;-2.92
731;9.22;-2.13
732;9.64;-1.77
733;10.0;-1.77
734;10.47;-1.9
735;11.11;-2.09
736;11.26;-2.31
737;11.41;-2.4
738;10.58;-2.12
739;8.71;-1.86
740;7.67;-1.35
741;7.7;-0.56
742;6.86;-0.94
743;5.53;-1.98
744;4.22;-3.45
745;3.81;-5.21
746;3.64;-6.6
747;3.61;-7.23
748;3.35;-7.49
749;3.11;-7.49
750;2.89;-7.25
751;3.71;-6.58
752;3.46;-6.13
753;2.79;-5.58
754;2.56;-4.66
755;2.67;-3.67
756;2.2;-2.94
757;2.42;-2.88
758;3.08;-3.31
759;3.67;-3.2
760;4.47;-2.43
761;5.85;-1.55
762;6.68;-1.04
763;7.16;-0.46
764;7.88;0.23
765;8.54;0.4
766;9.32;0.48
767;9.95;0.51
768;10.43;0.47
769;10.83;0.41
770;11.64;0.37
771;12.36;0.42
772;12.19;0.38
773;11.41;0.42
774;10.37;0.44
775;9.34;0.43
776;8.24;0.44
777;7.13;0.5
778;6.07;0.62
779;4.86;0.54
780;4.28;0.48
781;3.75;0.46
782;3.34;0.45
783;2.71;0.42
784;1.98;0.32
785;1.44;0.26
786;1.11;0.22
787;0.77;0.18
788;0.78;0.15
789;1.35;0.03
790;2.59;-0.12
791;3.96;-0.38
792;4.69;-0.85
793;4.67;-1.75
794;4.64;-3.1
795;4.87;-4.12
796;4.86;-5.1
797;4.73;-5.84
798;4.79;-5.74
799;4.12;-5.12
800;3.43;-4.24
801;2.68;-3.31
802;1.8;-2.53
803;1.13;-1.94
804;1.16;-1.41
805;1.09;-1.13
806;1.14;-1.35
807;1.5;-1.63
808;1.85;-1.87
809;2.3;-1.97
810;2.57;-1.92
811;2.73;-1.9
812;2.8;-1.95
813;2.83;-1.98
814;2.84;-1.92
815;2.85;-1.94
816;2.96;-1.81
817;3.29;-1.35
818;4.16;-0.85
819;4.92;-0.36
820;5.58;0.14
821;5.81;0.33
822;5.53;0.35
823;5.32;0.37
824;5.24;0.38
825;4.98;0.37
826;4.63;0.41
827;4.44;0.48
828;4.48;0.48
829;4.7;0.37
830;4.67;0.24
831;4.42;0.15
832;4.67;0.08
833;4.95;0.08
834;5.07;0.21
835;5.25;0.33
836;5.64;0.39
837;6.57;0.4
838;7.4;0.48
839;7.76;0.6
840;7.66;0.69
841;7.71;0.63
842;8.14;0.67
843;8.76;0.71
844;9.51;0.48
845;9.89;0.34
846;9.33;0.13
847;9.47;0.18
848;9.8;0.33
849;9.98;0.48
850;10.24;0.71
851;8.28;0.62
852;7.34;0.7
853;6.73;0.74
854;6.31;0.73
855;6.25;0.8
856;6.27;0.67
857;6.73;0.23
858;8.56;-0.7
859;10.04;-3.02
860;10.37;-5.74
861;10.32;-7.49
862;10.07;-8.35
863;10.27;-9.1
864;10.48;-10.45
865;10.26;-12.34
866;9.7;-13.75
867;8.89;-14.48
868;8.34;-15.05
869;7.48;-15.71
870;8.56;-14.88
871;9.01;-13.45
872;9.33;-12.33
873;9.07;-11.24
874;9.07;-10.39
875;9.24;-10.06
876;9.18;-10.04
877;9.12;-10.21
878;9.4;-10.41
879;9.74;-10.74
880;9.54;-11.04
881;8.93;-11.46
882;8.13;-12.1
883;7.31;-12.7
884;6.47;-13.26
885;5.81;-13.81
886;5.21;-14.53
887;5.14;-15.25
888;5.2;-15.85
889;5.3;-16.27
890;5.38;-16.55
891;5.68;-17.12
892;5.43;-18.5
893;5.08;-20.42
894;5.81;-20.52
895;6.57;-19.34
896;7.35;-17.88
897;8.66;-16.59
898;8.86;-15.95
899;9.01;-15.66
900;9.0;-15.55
901;8.64;-15.68
902;8.17;-16.03
903;8.33;-16.31
904;8.56;-16.51
905;8.52;-16.74
906;8.04;-17.12
907;7.73;-17.38
908;7.02;-17.69
909;6.04;-18.36
910;5.16;-19.86
911;5.35;-21.38
912;6.19;-21.51
913;7.05;-20.77
914;6.98;-19.93
915;7.15;-19.17
916;7.64;-18.24
917;7.31;-17.78
918;7.04;-17.17
919;7.07;-16.2
920;8.0;-15.07
921;8.62;-14.77
922;8.61;-14.93
923;8.39;-14.92
924;8.2;-15.0
925;7.15;-15.5
926;5.29;-17.48
927;4.83;-20.38
928;4.92;-22.44
929;4.69;-24.22
930;4.38;-25.88
931;4.22;-27.4
932;4.14;-28.67
933;4.05;-29.71
934;4.08;-30.45
935;4.22;-30.88
936;4.3;-31.13
937;3.97;-31.28
938;3.4;-31.21
939;2.74;-30.59
940;2.15;-30.04
941;1.78;-29.86
942;1.56;-29.4
943;1.61;-28.02
944;2.2;-26.12
945;2.29;-24.2
946;2.48;-21.96
947;3.01;-20.13
948;3.93;-18.63
949;4.63;-17.52
950;5.03;-16.92
951;5.63;-16.53
952;6.45;-16.35
953;7.13;-16.4
954;7.66;-16.49
955;8.01;-16.54
956;8.08;-16.56
957;8.11;-16.54
958;8.32;-16.44
959;8.29;-16.31
960;8.04;-16.26
961;7.73;-16.3
962;7.36;-16.41
963;6.55;-16.61
964;5.53;-16.7
965;5.12;-16.85
966;4.78;-16.68
967;4.36;-16.16
968;4.15;-15.35
969;3.96;-14.62
970;3.38;-13.79
971;3.04;-13.17
972;3.18;-12.85
973;3.55;-12.75
974;3.34;-12.95
975;2.95;-13.65
976;3.05;-14.49
977;3.6;-14.93
978;4.63;-14.63
979;4.9;-14.32
980;4.08;-14.14
981;4.05;-13.96
982;4.53;-13.78
983;4.9;-13.56
984;5.25;-13.26
985;5.49;-13.05
986;5.52;-12.95
987;5.43;-12.95
988;5.53;-13.03
989;5.84;-13.1
990;6.08;-12.96
991;6.02;-12.47
992;5.56;-11.27
993;5.57;-10.69
994;5.41;-9.95
995;5.11;-8.99
996;4.59;-8.3
997;3.97;-7.92
998;2.84;-7.74
999;1.51;-7.7
1000;1.67;-7.56
1001;2.6;-7.72
1002;2.95;-8.1
1003;3.08;-8.59
1004;2.52;-9.38
1005;2.35;-10.47
1006;2.49;-11.25
1007;2.56;-11.56
1008;2.45;-11.43
1009;2.18;-11.11
1010;2.1;-10.8
1011;2.28;-10.78
1012;2.67;-11.41
1013;3.14;-11.73
1014;3.85;-9.66
1015;4.96;-7.76
1016;4.99;-6.45
1017;5.05;-5.03
1018;5.32;-3.31
1019;5.63;-1.61
1020;5.69;-0.75
1021;5.74;-0.47
1022;5.79;-0.49
1023;5.83;-0.52
1024;6.02;-0.42
1025;6.27;-0.24
1026;6.49;-0.04
1027;6.65;0.08
1028;6.67;-0.07
1029;6.69;-0.38
1030;6.53;-0.54
1031;6.43;-0.71
1032;6.58;-1.06
1033;6.66;-1.64
1034;6.43;-2.33
1035;5.91;-2.88
1036;5.62;-3.27
1037;5.39;-3.39
1038;5.46;-2.88
1039;6.0;-2.04
1040;7.55;-1.77
1041;9.09;-2.84
1042;9.22;-4.88
1043;8.42;-6.1
1044;7.07;-6.51
1045;5.68;-6.8
1046;4.98;-7.6
1047;4.75;-8.76
1048;4.9;-10.49
1049;5.21;-11.92
1050;5.23;-12.32
1051;4.88;-13.24
1052;5.07;-13.74
1053;5.8;-13.31
1054;5.86;-13.4
1055;4.82;-14.7
1056;4.39;-16.39
1057;4.48;-16.67
1058;5.13;-14.7
1059;6.25;-12.52
1060;6.96;-11.43
1061;7.5;-10.48
1062;8.57;-10.06
1063;8.56;-10.63
1064;9.48;-10.64
1065;10.53;-10.73
1066;10.56;-10.74
1067;10.16;-10.78
1068;9.86;-11.01
1069;9.38;-11.67
1070;8.08;-12.62
1071;6.93;-13.65
1072;6.74;-14.38
1073;6.54;-15.02
1074;6.28;-15.81
1075;6.19;-16.43
1076;6.0;-16.89
1077;5.96;-17.01
1078;5.32;-17.2
1079;4.68;-17.63
1080;4.34;-18.12
1081;4.14;-18.7
1082;4.0;-19.3
1083;3.92;-19.86
1084;3.86;-20.17
1085;3.77;-19.99
1086;4.71;-18.5
1087;4.92;-17.06
1088;5.03;-15.45
1089;5.87;-13.73
1090;6.06;-13.13
1091;6.28;-12.7
1092;6.67;-12.76
1093;6.79;-13.35
1094;5.76;-14.56
1095;4.59;-16.27
1096;4.02;-18.25
1097;4.09;-20.47
1098;4.11;-22.27
1099;3.97;-23.46
1100;3.75;-23.96
1101;3.55;-24.01
1102;3.39;-23.85
1103;3.28;-23.68
1104;3.18;-23.76
1105;3.0;-24.05
1106;2.74;-24.4
1107;2.4;-24.61
1108;2.09;-25.07
1109;1.74;-25.55
1110;1.38;-24.93
1111;1.19;-23.52
1112;0.64;-21.97
1113;0.44;-19.75
1114;0.45;-18.29
1115;0.48;-17.09
1116;0.86;-16.16
1117;1.26;-15.98
1118;1.3;-16.52
1119;1.65;-17.76
1120;1.76;-18.48
1121;1.62;-18.83
1122;1.58;-19.1
1123;1.61;-19.45
1124;1.59;-19.69
1125;1.54;-19.85
1126;1.44;-19.99
1127;1.42;-20.31
1128;1.4;-20.79
1129;1.36;-21.37
1130;1.21;-21.9
1131;1.16;-22.56
1132;1.05;-23.14
1133;1.09;-23.64
1134;1.2;-23.62
1135;1.76;-22.16
1136;2.37;-20.27
1137;2.26;-17.77
1138;2.37;-16.62
1139;2.85;-15.9
1140;3.21;-15.54
1141;2.94;-15.76
1142;2.71;-18.25
1143;3.29;-21.31
1144;3.59;-23.19
1145;3.77;-24.44
1146;3.86;-25.36
1147;3.96;-26.02
1148;3.96;-26.03
1149;3.76;-25.55
1150;3.66;-25.52
1151;3.52;-26.12
1152;3.16;-27.03
1153;2.86;-28.0
1154;2.77;-28.87
1155;2.79;-29.63
1156;2.9;-30.28
1157;2.88;-30.3
1158;3.52;-28.41
1159;2.83;-26.23
1160;1.89;-23.76
1161;1.35;-21.21
1162;1.25;-18.92
1163;1.5;-17.56
1164;1.84;-16.62
1165;2.09;-16.07
1166;1.64;-16.32
1167;1.79;-17.24
1168;2.0;-17.63
1169;2.24;-17.9
1170;2.53;-17.93
1171;2.77;-17.56
1172;2.86;-16.94
1173;2.96;-16.34
1174;3.09;-15.83
1175;3.19;-15.59
1176;3.33;-15.88
1177;3.49;-16.65
1178;3.55;-17.43
1179;3.43;-18.02
1180;3.28;-18.49
1181;3.35;-18.46
1182;4.5;-17.5
1183;4.05;-16.43
1184;4.72;-14.41
1185;6.01;-13.04
1186;6.67;-12.9
1187;7.04;-12.98
1188;7.16;-13.1
1189;6.95;-13.32
1190;6.03;-13.95
1191;5.94;-14.8
1192;6.19;-15.28
1193;5.95;-15.83
1194;5.32;-16.44
1195;4.58;-17.06
1196;4.15;-17.6
1197;4.13;-17.66
1198;3.82;-18.01
1199;3.61;-19.2
1200;3.81;-20.97
1201;4.03;-23.09
1202;4.08;-24.77
1203;4.01;-25.83
1204;3.84;-26.64
1205;3.48;-26.68
1206;2.76;-24.2
1207;2.27;-21.92
1208;0.97;-20.52
1209;0.85;-18.4
1210;1.42;-16.54
1211;2.21;-14.45
1212;2.79;-13.47
1213;2.59;-13.27
1214;2.01;-14.3
1215;2.35;-15.64
1216;2.53;-16.52
1217;2.63;-17.22
1218;2.67;-17.78
1219;2.6;-18.07
1220;2.4;-18.04
1221;2.14;-17.84
1222;1.82;-17.39
1223;1.56;-16.99
1224;1.38;-16.74
1225;1.2;-16.52
1226;0.87;-16.19
1227;0.47;-15.95
1228;0.55;-16.06
1229;1.09;-16.38
1230;1.81;-15.66
1231;2.43;-14.74
1232;2.41;-12.98
1233;2.35;-11.45
1234;2.44;-10.77
1235;2.57;-10.58
1236;2.83;-10.57
1237;2.82;-10.78
1238;2.28;-11.31
1239;2.41;-12.1
1240;3.23;-12.52
1241;4.21;-12.64
1242;4.54;-12.88
1243;4.64;-13.13
1244;4.43;-13.33
1245;4.29;-13.49
1246;4.38;-13.63
1247;4.22;-13.73
1248;3.7;-13.84
1249;3.33;-14.02
1250;3.32;-14.27
1251;3.61;-14.6
1252;4.23;-14.94
1253;4.87;-15.16
1254;5.29;-15.05
1255;5.74;-14.4
1256;6.24;-13.61
1257;6.86;-12.85
